seed, n_targets, budget, horizon, do_regret,baseline_middle_regret, baseline_random_regret, baseline_maximin_regret, baseline_RARL_regret_regretn_eval, agent_n_train, nature_n_train, max_epochs, n_perturb,max_interval, wildlife, deterrence, use_wake,freeze_policy_step, freeze_a_step, middle_time, maximin_time, do_time,time
0, 4, 2, 3, 0.02020,0.12578, 0.40267, 0.13028, 0.08753,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.20126891136169434, 17.838937282562256, 408.59725069999695,24-07-2023_11:03:42
0, 4, 2, 1, 0.02392,0.06600, 0.13942, 0.11669, 0.16050,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.08141374588012695, 17.347795009613037, 91.0003969669342,24-07-2023_12:55:48
0, 4, 2, 3, 0.02939,0.12527, 0.40193, 0.15374, 0.07290,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.1978318691253662, 17.919066190719604, 404.3324451446533,25-07-2023_11:34:23
0, 4, 2, 3, 0.02343,0.08833, 0.40267, 0.03722, 0.06320,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.19542908668518066, 17.28129482269287, 421.0098080635071,25-07-2023_11:47:57
0, 4, 2, 3, 0.02342,0.08834, 0.40267, 0.03722, 0.06320,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.19570684432983398, 19.026869773864746, 425.0373568534851,25-07-2023_13:17:19
0, 4, 2, 3, 0.02343,0.08833, 0.40267, 0.03723, 0.06320,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.19028782844543457, 19.419291973114014, 457.1499168872833,25-07-2023_13:32:43
0, 4, 2, 3, -0.00000,0.07490, 0.24494, 0.07513, 0.18022,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.8145236968994141, 18.407774925231934, 400.79228687286377,25-07-2023_13:47:04
0, 4, 2, 3, 0.15181,0.25434, 0.68737, 0.15207, 0.26268,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.6007893085479736, 18.881493091583252, 416.24082589149475,25-07-2023_14:07:55
0, 4, 2, 3, 0.07498,0.26241, 0.79592, 0.09284, 0.47464,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.7115499973297119, 18.02546191215515, 425.56700110435486,25-07-2023_14:25:26
0, 4, 1, 1, 0.03596,0.08095, 0.06426, 0.12283, 0.10061,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.19610190391540527, 16.794273138046265, 85.172189950943,25-07-2023_14:46:46
0, 4, 1, 1, 0.16537,0.20127, 0.10145, 0.18235, 0.16197,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.14709687232971191, 15.32312297821045, 85.44032788276672,25-07-2023_14:49:31
0, 4, 2, 3, 0.04696,0.10318, 0.19120, 0.06726, 0.30832,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.5830152034759521, 18.177945137023926, 419.10318303108215,25-07-2023_14:51:50
0, 4, 2, 3, -0.00000,0.07489, 0.24494, 0.07510, 0.18023,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.5645711421966553, 17.98170804977417, 405.07996702194214,25-07-2023_15:04:46
0, 4, 2, 1, -0.00000,0.04958, 0.13399, 0.04656, 0.08358,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.15011882781982422, 14.70648980140686, 78.82999086380005,25-07-2023_16:15:38
0, 25, 5, 3, 0.86561,0.75198, 0.97133, 1.50718, 0.29651,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 2.7431259155273438, 30.930177211761475, 2667.2794444561005,26-07-2023_18:16:47
0, 25, 5, 3, 0.21764,0.86517, 0.98304, 1.26066, 0.59454,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 2.3789689540863037, 26.227890729904175, 7969.942551851273,26-07-2023_21:10:21
0, 25, 5, 3, 0.70107,0.76102, 0.93824, 1.53478, 0.29504,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 2.5793540477752686, 28.36695694923401, 2722.9985449314117,26-07-2023_22:48:35
0, 100, 10, 3, 1.18820,2.15674, 1.60202, 1.64037, 6.01813,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 3.4922289848327637, 35.87191081047058, 3173.1404662132263,26-07-2023_23:12:47
0, 100, 10, 3, 1.14119,2.16840, 1.59315, 1.64424, 5.95421,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 21.116062879562378, 98.88051915168762, 24273.433838129044,27-07-2023_06:45:49
0, 25, 10, 3, 0.93947,1.22502, 2.06698, 2.38874, -0.00000,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 2.5213141441345215, 36.94853925704956, 2866.7231171131134,27-07-2023_10:56:00
0, 25, 10, 3, 0.09266,1.00376, 1.79545, 1.21572, 0.15682,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 2.788205146789551, 32.696759939193726, 3086.6005821228027,27-07-2023_12:17:13
0, 4, 2, 1, 0.04181,0.08069, 0.22309, 0.14368, 0.08647,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.22365617752075195, 17.492377996444702, 81.8045539855957,03-08-2023_17:52:48
0, 4, 2, 1, 0.06351,0.07857, 0.15793, 0.07393, 0.10012,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.19811582565307617, 17.87411379814148, 96.27222800254822,03-08-2023_17:59:29
0, 4, 2, 1, 0.01813,0.08069, 0.20838, 0.14368, 0.08647,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.1988530158996582, 21.550859689712524, 93.14841985702515,03-08-2023_19:22:20
0, 16, 6, 3, -0.00000,14.57065, -0.00000, 9.38071, 13.64882,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 2.9586141109466553, 28.002737045288086, 2646.609559059143,03-08-2023_20:45:40
0, 16, 6, 3, -0.00000,13.56691, -0.00000, 9.08599, 12.83357,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 2.7523319721221924, 32.3997061252594, 3221.8108270168304,03-08-2023_21:57:39
0, 9, 3, 3, -0.00000,2.71610, -0.00000, 6.02771, 6.25747,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 2.8548550605773926, 33.90392208099365, 2521.21178483963,03-08-2023_22:42:03
0, 9, 5, 1, 0.05547,0.21052, 0.26273, 0.90571, 0.07618,100, 200, 200, 5, 0,2.0, 1, 1, True,5, 5, 1.3727753162384033, 22.96701407432556, 1298.9234430789948,03-08-2023_23:17:59
0, 9, 5, 1, -0.00000,0.21634, 0.24984, 0.65516, 0.15352,100, 200, 200, 5, 0,2.0, 1, 1, True,5, 5, 1.194512128829956, 20.55069589614868, 1140.1100549697876,03-08-2023_23:42:56
0, 9, 3, 3, -0.00000,2.30445, -0.00000, 5.43241, 5.55016,50, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 2.635141134262085, 30.497900009155273, 2673.4789700508118,03-08-2023_23:43:39
1, 9, 5, 1, 0.02606,0.48660, 0.23313, 0.26983, 0.69203,100, 200, 200, 5, 0,2.0, 1, 1, True,5, 5, 1.2876100540161133, 20.154396772384644, 1096.4226989746094,04-08-2023_01:29:02
1, 9, 5, 1, -0.00000,0.49023, 0.23515, 0.22057, 0.69457,100, 200, 200, 5, 0,2.0, 1, 1, True,5, 5, 1.1871299743652344, 19.82595992088318, 1087.5474228858948,04-08-2023_01:53:01
1, 9, 1, 1, 0.02861,0.07587, 0.10495, 0.07629, 0.07824,100, 200, 200, 6, 0,2.0, 1, 1, True,5, 5, 1.2807769775390625, 21.974888801574707, 1736.9729177951813,04-08-2023_09:11:30
1, 9, 1, 1, 0.05737,0.14669, 0.13055, 0.12210, 0.20079,100, 200, 200, 6, 0,2.0, 1, 1, True,5, 5, 1.2175719738006592, 20.70019793510437, 2076.093168258667,04-08-2023_10:05:50
0, 4, 1, 1, 0.06012,0.12836, 0.06036, 0.45322, 0.24221,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.26085829734802246, 24.43964195251465, 53.8698251247406,08-08-2023_19:20:44
0, 4, 1, 1, 0.03941,0.11178, 0.08539, 0.08467, 0.10155,100, 200, 200, 6, 0,2.0, 1, 1, True,5, 5, 1.398420810699463, 23.345654010772705, 956.0993249416351,08-08-2023_19:47:16
0, 4, 1, 1, 0.05056,-0.00000, 0.05949, 0.06853, 0.05363,100, 200, 200, 6, 0,2.0, 1, 1, True,5, 5, 1.4254980087280273, 22.083215713500977, 969.7430219650269,08-08-2023_19:47:25
0, 4, 1, 1, 0.06045,0.16471, 0.11431, 0.21920, 0.10520,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.152022123336792, 20.711637020111084, 48.10969376564026,09-08-2023_16:32:27
0, 4, 1, 1, 0.06045,0.16471, 0.11431, 0.21920, 0.10520,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.1981801986694336, 20.71466088294983, 43.409199953079224,09-08-2023_16:41:11
0, 4, 1, 1, 0.06045,0.16471, 0.11431, 0.21920, 0.10520,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.14213299751281738, 17.28472399711609, 49.22404885292053,09-08-2023_16:44:41
0, 4, 1, 1, 0.06045,0.16471, 0.11431, 0.21920, 0.10520,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.26622915267944336, 18.48799991607666, 45.63804793357849,09-08-2023_16:48:34
0, 4, 1, 1, 0.12964,0.12900, 0.10689, 0.13614, 0.20706,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.13947701454162598, 17.910331964492798, 43.82765197753906,09-08-2023_16:51:01
0, 4, 1, 1, 0.05053,0.08899, 0.08389, 0.11097, 0.10501,100, 200, 200, 5, 0,2.0, 1, 1, True,5, 5, 1.242729902267456, 22.905456066131592, 762.0394701957703,09-08-2023_17:19:36
0, 4, 1, 1, 0.06539,0.10511, 0.12187, 0.05615, 0.08835,100, 200, 200, 5, 0,2.0, 1, 1, True,5, 5, 1.1863763332366943, 22.440795183181763, 759.1787691116333,09-08-2023_17:19:38
0, 4, 1, 1, 0.06045,0.16471, 0.11431, 0.21920, 0.10520,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.12238788604736328, 19.284311056137085, 45.926228046417236,09-08-2023_17:33:16
0, 4, 1, 1, 0.12869,0.12900, 0.10689, 0.13614, 0.20706,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.15399980545043945, 18.68707299232483, 46.32500195503235,09-08-2023_17:33:20
0, 4, 1, 1, 0.13016,0.12900, 0.10689, 0.13614, 0.20706,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.15502595901489258, 25.922949075698853, 73.09477925300598,09-08-2023_18:03:20
0, 4, 1, 1, 0.05426,0.08895, 0.08385, 0.11098, 0.10503,100, 200, 200, 6, 0,2.0, 1, 1, True,5, 5, 1.2607619762420654, 23.460517168045044, 1180.105631828308,09-08-2023_18:19:09
0, 4, 1, 1, 0.03251,0.06659, 0.01122, 0.06475, 0.10144,100, 200, 200, 6, 0,2.0, 1, 1, True,5, 5, 1.5354259014129639, 21.341963052749634, 1182.2387099266052,09-08-2023_18:19:24
0, 4, 1, 1, 0.12502,0.08782, 0.14229, 0.15408, 0.22997,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.5046391487121582, 40.015398025512695, 51.185206174850464,09-08-2023_20:06:39
0, 4, 1, 1, 0.07491,0.14205, 0.23909, 0.10524, 0.17444,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.7311019897460938, 38.48109412193298, 47.33871102333069,09-08-2023_20:10:31
0, 4, 1, 1, 0.07491,0.14205, 0.23909, 0.10524, 0.17444,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.5463850498199463, 37.335805892944336, 44.22769379615784,09-08-2023_20:13:42
1, 4, 1, 1, 0.11772,0.10090, -0.00000, 0.04930, 0.12161,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.4955887794494629, 42.29254198074341, 51.741032123565674,09-08-2023_20:24:21
0, 4, 1, 1, 0.07491,0.14205, 0.23909, 0.10524, 0.17444,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.4813880920410156, 41.611371994018555, 52.84893083572388,09-08-2023_20:27:54
2, 4, 1, 1, 0.13430,0.07430, 0.09674, -0.00000, 0.25563,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.5523676872253418, 35.142998933792114, 49.44159173965454,09-08-2023_20:30:17
0, 4, 1, 1, 0.05071,0.10912, 0.06279, 0.18728, 0.05774,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.532578706741333, 39.35750079154968, 46.5749409198761,09-08-2023_21:02:40
0, 4, 1, 1, 0.07440,0.14190, 0.22016, 0.10350, 0.17569,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.6506509780883789, 39.04141592979431, 47.26765584945679,09-08-2023_21:03:06
0, 4, 1, 1, 0.08923,0.14197, 0.24104, 0.15918, 0.21335,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.5249378681182861, 43.0893759727478, 46.270097970962524,09-08-2023_21:14:32
0, 4, 1, 1, 0.04596,0.10972, 0.08216, 0.20662, 0.07699,20, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.5350561141967773, 42.68993401527405, 45.713369846343994,09-08-2023_21:14:32
0, 4, 1, 1, 0.03277,0.10803, 0.03354, 0.22604, 0.10744,20, 200, 200, 2, 0,2.0, 1, 1, True,5, 5, 2.394102096557617, 44.93940281867981, 154.40737080574036,09-08-2023_21:22:53
0, 4, 1, 1, 0.08385,0.18845, 0.19259, 0.20924, 0.17445,20, 100, 100, 2, 0,2.0, 1, 1, True,5, 5, 1.48738694190979, 46.5474750995636, 95.82591891288757,09-08-2023_22:09:25
0, 4, 1, 1, 0.08385,0.18846, 0.19260, 0.20925, 0.17445,20, 100, 100, 2, 0,2.0, 1, 1, True,5, 5, 1.0865600109100342, 39.16102409362793, 88.8573272228241,09-08-2023_22:20:27
0, 4, 1, 1, 0.08384,0.18845, 0.19259, 0.20925, 0.17444,20, 100, 100, 2, 0,2.0, 1, 1, True,5, 5, 1.6590449810028076, 39.86885118484497, 93.01126718521118,10-08-2023_10:34:23
0, 4, 1, 1, 0.08385,0.18846, 0.19259, 0.20925, 0.17445,20, 100, 100, 2, 0,2.0, 1, 1, True,5, 5, 1.0107672214508057, 40.81566524505615, 90.55398416519165,10-08-2023_10:53:47
1, 4, 1, 1, 0.02243,0.07261, 0.03099, 0.07781, 0.05735,100, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.7776329517364502, 35.41858673095703, 48.726688623428345,10-08-2023_11:02:51
1, 4, 1, 1, 0.03119,0.06937, 0.11696, 0.16602, 0.12309,100, 100, 100, 2, 0,2.0, 1, 1, True,5, 5, 1.0829849243164062, 39.24417209625244, 96.96858811378479,10-08-2023_11:06:59
1, 4, 1, 1, 0.05617,0.14063, 0.14736, 0.09787, 0.08624,100, 50, 50, 5, 0,2.0, 1, 1, True,5, 5, 0.6797077655792236, 35.926650047302246, 146.80993723869324,10-08-2023_11:26:12
1, 4, 1, 1, 0.05476,0.14653, 0.14696, 0.11657, 0.09385,100, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 1.0514428615570068, 38.29499006271362, 287.4976661205292,10-08-2023_11:34:02
0, 4, 1, 1, 0.03809,0.03864, 0.08281, 0.04206, 0.07437,200, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.9640457630157471, 39.82052993774414, 51.31046104431152,10-08-2023_14:08:08
0, 4, 1, 1, 0.00543,0.00666, 0.02509, 0.00820, 0.00018,200, 50, 50, 2, 0,2.0, 1, 1, True,5, 5, 0.8078231811523438, 41.62471604347229, 65.68492698669434,10-08-2023_15:20:11
1, 4, 1, 1, 0.03112,0.09400, 0.08890, 0.13795, 0.09502,100, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 1.330867052078247, 45.073501110076904, 349.00500893592834,10-08-2023_15:29:31
0, 4, 1, 1, 0.01433,0.01497, 0.04227, 0.01553, 0.01289,200, 50, 50, 5, 0,2.0, 1, 1, True,5, 5, 0.8229920864105225, 45.15877914428711, 210.6669979095459,10-08-2023_15:30:34
0, 4, 1, 1, 0.02124,0.02051, 0.03329, -0.00000, 0.03212,200, 50, 50, 5, 0,2.0, 1, 1, True,5, 5, 0.793410062789917, 52.61924409866333, 198.4472689628601,10-08-2023_16:48:53
1, 4, 1, 1, 0.03113,0.06756, 0.08889, 0.13795, 0.09500,100, 100, 100, 5, 0,2.0, 1, 1, True,5, 5, 1.3100743293762207, 43.63396620750427, 363.5914330482483,10-08-2023_16:48:56
0, 4, 1, 1, 0.02272,0.01628, 0.12996, 0.02252, 0.01318,200, 50, 50, 5, 0,2.0, 1, 3, True,5, 5, 0.7143139839172363, 39.59551477432251, 189.0972011089325,10-08-2023_18:56:37
0, 4, 2, 1, -0.00000,0.37449, 0.34129, -0.00000, 0.50094,100, 400, 400, 5, 0,2.0, 1, 1, True,5, 5, 96.08846521377563, 78.57179808616638, 1686.0743060112,11-08-2023_12:11:38
0, 4, 1, 1, 0.36873,0.05508, 0.10449, 0.13236, 0.14842,100, 400, 200, 4, 0,2.0, 1, 1, True,5, 5, 58.02059888839722, 97.09178304672241, 796.8864600658417,11-08-2023_13:04:12
0, 4, 1, 1, 0.01702,0.02128, 0.12115, 0.08491, 0.18124,100, 400, 200, 4, 0,2.0, 1, 1, True,5, 5, 58.61884689331055, 98.14030289649963, 805.482391834259,11-08-2023_13:04:14
10, 4, 1, 1, 0.01531,0.20145, 0.13489, 0.08094, 0.11959,100, 1200, 200, 4, 0,2.0, 1, 1, True,5, 5, 69.4543080329895, 141.00930285453796, 818.6937291622162,11-08-2023_13:45:50
